,date,year,month,day,countryCode,taxonID,phylum,class,order,family,genus,specificEpithet,species,Substrate,Latitude,Longitude,CoorUncert,Habitat,image_path,class_id,genus_id,family_id
10465,2018-10-04,2018.0,10.0,4.0,DK,65789.0,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Neoboletus,luridiformis,Neoboletus luridiformis,soil,55.242041,11.75489,25.0,mixed woodland (coniferous and deciduous trees),2238568875-183631.jpg,1023,348,17
10466,2019-06-28,2019.0,6.0,28.0,DK,11093.0,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Boletus,reticulatus,Boletus reticulatus,soil,55.75945600000001,12.372198,25.0,deciduous woodland,2273187701-263295.jpg,107,39,17
10467,2010-09-03,2010.0,9.0,3.0,DK,11081.0,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Pseudoboletus,parasiticus,Pseudoboletus parasiticus,fungi,55.96406,12.38277,25.0,deciduous woodland,2237917035-151280.jpg,1238,437,17
10468,2011-07-12,2011.0,7.0,12.0,DK,65789.0,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Neoboletus,luridiformis,Neoboletus luridiformis,soil,56.00901,9.88456,50.0,mixed woodland (coniferous and deciduous trees),2237961714-79141.jpg,1023,348,17
10469,2017-09-30,2017.0,9.0,30.0,SE,69740.0,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Leccinellum,pseudoscabrum,Leccinellum pseudoscabrum,soil,56.794983,16.5726,15.0,deciduous woodland,2238516984-99619.jpg,817,273,17
10470,2020-07-26,2020.0,7.0,26.0,DK,40854.0,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Boletus,ferrugineus,Boletus ferrugineus,soil,56.085878,9.323364,15.0,coniferous woodland,2821589303-60175.jpg,1592,39,17
10471,2020-09-28,2020.0,9.0,28.0,DK,16088.0,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Leccinellum,crocipodium,Leccinellum crocipodium,soil,55.593861,9.784869,15.0,deciduous woodland,2868469340-212819.jpg,816,273,17
10472,2019-09-15,2019.0,9.0,15.0,DK,11067.0,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Hortiboletus,bubalinus,Hortiboletus bubalinus,soil,56.09405400000001,9.782281,25.0,deciduous woodland,2417206089-118498.jpg,617,225,17
10473,2019-08-16,2019.0,8.0,16.0,DK,16080.0,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Leccinum,albostipitatum,Leccinum albostipitatum,soil,55.001431,15.064614,15.0,coniferous woodland,2332528042-339695.jpg,818,274,17
10474,2017-10-14,2017.0,10.0,14.0,DK,11086.0,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Xerocomellus,pruinatus,Xerocomellus pruinatus,soil,55.683591,8.600675,5.0,grassland,2238523109-100509.jpg,1590,563,17
10475,2019-06-21,2019.0,6.0,21.0,DK,65745.0,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Suillellus,luridus,Suillellus luridus,soil,55.035591,10.534682,5.0,roadside,2269197432-338260.jpg,1453,513,17
10476,2009-10-17,2009.0,10.0,17.0,DK,16092.0,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Leccinum,niveum,Leccinum scabrum,"stems of herbs, grass",55.80064,12.4333,25.0,wetland,2238446921-239449.jpg,823,274,17
10477,2020-08-09,2020.0,8.0,9.0,DK,11067.0,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Hortiboletus,bubalinus,Hortiboletus bubalinus,soil,56.137076,9.611862,5.0,garden,2825708345-209232.jpg,617,225,17
10478,2018-08-23,2018.0,8.0,23.0,DK,11088.0,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Cyanoboletus,pulverulentus,Cyanoboletus pulverulentus,dead wood,55.374795,11.595305,50.0,mixed woodland (coniferous and deciduous trees),2238550464-105820.jpg,369,122,17
10479,2019-06-09,2019.0,6.0,9.0,DK,65789.0,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Neoboletus,luridiformis,Neoboletus luridiformis,soil,55.491967,8.438358000000001,15.0,deciduous woodland,2265771740-188696.jpg,1023,348,17
10480,2011-08-26,2011.0,8.0,26.0,DK,16092.0,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Leccinum,niveum,Leccinum scabrum,soil,56.304280000000006,9.16725,25.0,park,2237973968-5294.jpg,823,274,17
10481,2018-09-10,2018.0,9.0,10.0,DK,11101.0,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Boletus,subtomentosus,Boletus subtomentosus,soil,55.543321,11.440285,25.0,grassland,2238558069-107415.jpg,1593,39,17
10482,2019-09-24,2019.0,9.0,24.0,DK,11085.0,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Xerocomellus,porosporus,Xerocomellus porosporus,soil,55.949212,11.852799,25.0,mixed woodland (coniferous and deciduous trees),2421821736-267315.jpg,1589,563,17
10483,2010-08-15,2010.0,8.0,15.0,DK,11086.0,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Xerocomellus,pruinatus,Xerocomellus pruinatus,soil,55.8199,12.23482,100.0,deciduous woodland,2237902004-77109.jpg,1590,563,17
10484,2019-09-13,2019.0,9.0,13.0,DK,16116.0,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Leccinum,variicolor,Leccinum variicolor,soil,56.478752,8.32889,75.0,coniferous woodland,2421821174-119017.jpg,826,274,17
10485,2019-08-13,2019.0,8.0,13.0,DK,67237.0,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Hortiboletus,engelii,Hortiboletus engelii,soil,55.64480699999999,12.516372,50.0,park,2332527653-41893.jpg,618,225,17
10486,2020-10-24,2020.0,10.0,24.0,DK,11086.0,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Xerocomellus,pruinatus,Xerocomellus pruinatus,soil,55.045753000000005,12.270184,50.0,deciduous woodland,2898622433-68497.jpg,1590,563,17
10487,2018-09-06,2018.0,9.0,6.0,DK,11088.0,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Cyanoboletus,pulverulentus,Cyanoboletus pulverulentus,soil,55.270278000000005,11.940122,25.0,deciduous woodland,2238555464-106842.jpg,369,122,17
10488,2017-10-07,2017.0,10.0,7.0,DK,67753.0,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Aureoboletus,projectellus,Aureoboletus projectellus,soil,55.145361,14.709484,5.0,mixed woodland (coniferous and deciduous trees),2238527908-27415.jpg,87,26,17
10489,2019-09-02,2019.0,9.0,2.0,DK,65745.0,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Suillellus,luridus,Suillellus luridus,soil,56.159212,10.180893,100.0,park,2383043234-117782.jpg,1453,513,17
10490,2009-07-08,2009.0,7.0,8.0,DK,11067.0,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Hortiboletus,bubalinus,Hortiboletus bubalinus,soil,55.89113,10.18359,10.0,garden,2238587458-39071.jpg,617,225,17
10491,2020-08-16,2020.0,8.0,16.0,DK,65745.0,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Suillellus,luridus,Suillellus luridus,soil,55.886119,12.387497,50.0,deciduous woodland,2831342325-209336.jpg,1453,513,17
10492,2018-08-31,2018.0,8.0,31.0,DK,65785.0,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Rubroboletus,legaliae,Rubroboletus legaliae,soil,56.134631000000006,10.199127,5.0,deciduous woodland,2238554873-32475.jpg,1311,474,17
10493,2016-09-24,2016.0,9.0,24.0,DK,11091.0,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Caloboletus,radicans,Caloboletus radicans,soil,54.770024,11.490741,5.0,park,2238477488-19234.jpg,128,54,17
10494,2018-07-05,2018.0,7.0,5.0,DK,65789.0,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Neoboletus,luridiformis,Neoboletus luridiformis,soil,56.030047,12.310747,50.0,deciduous woodland,2238549706-253702.jpg,1023,348,17
10495,2012-09-30,2012.0,9.0,30.0,DK,11069.0,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Boletus,edulis,Boletus edulis,soil,56.97041,9.51686,25.0,grassland,2238173626-231072.jpg,105,39,17
10496,2020-09-27,2020.0,9.0,27.0,DK,11064.0,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Imleria,badia,Imleria badia,leaves,55.700414,12.553811,11.0,coniferous woodland,2868486302-363573.jpg,711,248,17
10497,2019-09-24,2019.0,9.0,24.0,DK,11085.0,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Xerocomellus,porosporus,Xerocomellus porosporus,soil,55.057363,11.73569,15.0,mixed woodland (coniferous and deciduous trees),2421821995-193326.jpg,1589,563,17
10498,2020-10-08,2020.0,10.0,8.0,DK,21358.0,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Tylopilus,felleus,Tylopilus felleus,soil,55.769805000000005,12.402302,5.0,coniferous woodland,2901938436-292559.jpg,1551,544,17
10499,2017-07-18,2017.0,7.0,18.0,DK,11068.0,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Caloboletus,calopus,Caloboletus calopus,soil,55.170253,14.889693,25.0,deciduous woodland,2238497965-170712.jpg,127,54,17
10500,2010-10-27,2010.0,10.0,27.0,DK,11064.0,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Imleria,badia,Imleria badia,soil,55.57757,12.58484,75.0,coniferous woodland,2237941541-226127.jpg,711,248,17
10501,2019-10-03,2019.0,10.0,3.0,DK,40854.0,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Boletus,ferrugineus,Boletus ferrugineus,soil,55.63753199999999,9.259117,5.0,roadside,2427871678-46771.jpg,1592,39,17
10502,2020-09-17,2020.0,9.0,17.0,DK,11086.0,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Xerocomellus,pruinatus,Xerocomellus pruinatus,soil,56.117747,9.547175,15.0,mixed woodland (coniferous and deciduous trees),2862702397-361471.jpg,1590,563,17
10503,2009-08-01,2009.0,8.0,1.0,DK,11082.0,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Xerocomellus,chrysenteron,Xerocomellus chrysenteron,soil,56.0113,12.33766,50.0,deciduous woodland,2238185185-157487.jpg,1587,563,17
10504,2019-08-24,2019.0,8.0,24.0,DK,11069.0,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Boletus,edulis,Boletus edulis,soil,57.47935,10.162472,15.0,deciduous woodland,2351007619-116854.jpg,105,39,17
10505,2019-09-19,2019.0,9.0,19.0,DK,16090.0,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Leccinum,duriusculum,Leccinum duriusculum,soil,54.658983,11.61829,5.0,thorny scrubland,2417207315-192838.jpg,821,274,17
10506,2017-09-04,2017.0,9.0,4.0,DK,67753.0,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Aureoboletus,projectellus,Aureoboletus projectellus,soil,54.997903,15.067018,75.0,coniferous woodland,2238508727-321764.jpg,87,26,17
10507,2018-10-07,2018.0,10.0,7.0,DK,61471.0,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Leccinum,aurantiacum,Leccinum aurantiacum,soil,55.590633,8.505947,15.0,deciduous woodland,2238570593-35496.jpg,819,274,17
10508,2018-07-24,2018.0,7.0,24.0,DK,11091.0,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Caloboletus,radicans,Caloboletus radicans,soil,56.266427,10.353026,25.0,deciduous woodland,2238552767-329842.jpg,128,54,17
10509,2019-09-28,2019.0,9.0,28.0,DK,67744.0,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Neoboletus,xanthopus,Neoboletus xanthopus,soil,55.750122,12.579765,5.0,park,2421824128-45235.jpg,1024,348,17
10510,2017-06-18,2017.0,6.0,18.0,PL,11093.0,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Boletus,reticulatus,Boletus reticulatus,soil,51.817529,15.916821,100.0,mixed woodland (coniferous and deciduous trees),2238495188-22051.jpg,107,39,17
10511,2010-09-18,2010.0,9.0,18.0,DK,16111.0,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Leccinum,scabrum,Leccinum scabrum,soil,56.40031,10.88882,100.0,deciduous woodland,2237925177-300962.jpg,824,274,17
10512,2019-09-04,2019.0,9.0,4.0,DK,65789.0,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Neoboletus,luridiformis,Neoboletus luridiformis,soil,56.079861,9.331267,15.0,coniferous woodland,2383042333-43183.jpg,1023,348,17
10513,2012-09-28,2012.0,9.0,28.0,DK,16117.0,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Leccinum,versipelle,Leccinum versipelle,soil,56.53224,10.80803,2.0,coniferous woodland,2238171569-82932.jpg,827,274,17
10514,2009-09-09,2009.0,9.0,9.0,DK,11101.0,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Boletus,subtomentosus,Boletus subtomentosus,soil,56.26843,10.35599,100.0,deciduous woodland,2238295014-85805.jpg,1593,39,17
10515,2019-10-19,2019.0,10.0,19.0,DK,11086.0,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Xerocomellus,pruinatus,Xerocomellus pruinatus,soil,56.018439,9.37855,15.0,mixed woodland (coniferous and deciduous trees),2430664419-122272.jpg,1590,563,17
10516,2009-10-11,2009.0,10.0,11.0,DK,63619.0,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Leccinum,melaneum,Leccinum melaneum,soil,56.13677,9.6119,25.0,lawn,2238419461-238025.jpg,822,274,17
10517,2018-08-28,2018.0,8.0,28.0,DK,11093.0,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Boletus,reticulatus,Boletus reticulatus,soil,55.470428000000005,12.089,15.0,deciduous woodland,2238552220-180451.jpg,107,39,17
10518,2019-08-13,2019.0,8.0,13.0,DK,11082.0,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Xerocomellus,chrysenteron,Xerocomellus chrysenteron,soil,55.053383,15.118244,15.0,deciduous woodland,2332527848-41945.jpg,1587,563,17
10519,2019-08-12,2019.0,8.0,12.0,DK,11067.0,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Hortiboletus,bubalinus,Hortiboletus bubalinus,soil,56.09210600000001,8.636391,5.0,roadside,2332527518-41865.jpg,617,225,17
10520,2019-08-02,2019.0,8.0,2.0,DK,11088.0,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Cyanoboletus,pulverulentus,Cyanoboletus pulverulentus,soil,55.52039499999999,9.653828,25.0,deciduous woodland,2303159499-115899.jpg,369,122,17
10521,2018-09-20,2018.0,9.0,20.0,DK,11061.0,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Boletus,aereus,Boletus aereus,leaves,55.011132,10.642045,5.0,deciduous woodland,2237852193-58.jpg,104,39,17
10522,2020-09-05,2020.0,9.0,5.0,DK,11082.0,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Xerocomellus,chrysenteron,Xerocomellus chrysenteron,soil,56.648087,9.817507,25.0,thorny scrubland,2856918351-284716.jpg,1587,563,17
10523,2012-09-08,2012.0,9.0,8.0,DK,11082.0,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Xerocomellus,chrysenteron,Xerocomellus chrysenteron,soil,55.3107,11.63257,150.0,deciduous woodland,2238160016-230640.jpg,1587,563,17
10524,2018-08-26,2018.0,8.0,26.0,DK,11069.0,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Boletus,edulis,Boletus edulis,soil,56.038611,12.311389,15.0,deciduous woodland,2238552733-32149.jpg,105,39,17
10525,2016-11-16,2016.0,11.0,16.0,DK,11064.0,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Imleria,badia,Imleria badia,soil,55.973942,12.032171,75.0,deciduous woodland,2238481488-19878.jpg,711,248,17
10526,2011-09-09,2011.0,9.0,9.0,DK,11082.0,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Xerocomellus,chrysenteron,Xerocomellus chrysenteron,soil,56.15353,9.56699,50.0,deciduous woodland,2238066232-303170.jpg,1587,563,17
10527,2019-08-25,2019.0,8.0,25.0,DK,11082.0,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Xerocomellus,chrysenteron,Xerocomellus chrysenteron,soil,55.017837,10.646593,50.0,deciduous woodland,2382324316-265385.jpg,1587,563,17
10528,2020-09-02,2020.0,9.0,2.0,DK,11091.0,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Caloboletus,radicans,Caloboletus radicans,soil,55.78934,12.584372,8.0,wooded meadow,2856929312-359853.jpg,128,54,17
10529,2020-09-28,2020.0,9.0,28.0,DK,65789.0,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Neoboletus,luridiformis,Neoboletus luridiformis,soil,55.92385600000001,12.338107,5.0,deciduous woodland,2868486321-288558.jpg,1023,348,17
10530,2017-08-06,2017.0,8.0,6.0,DK,16090.0,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Leccinum,duriusculum,Leccinum duriusculum,soil,55.254823,14.743859,25.0,other habitat,2238498730-170837.jpg,821,274,17
10531,2013-08-29,2013.0,8.0,29.0,DK,11082.0,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Xerocomellus,chrysenteron,Xerocomellus chrysenteron,soil,55.78284,12.59171,25.0,park,2238220550-159388.jpg,1587,563,17
10532,2013-08-21,2013.0,8.0,21.0,DK,11091.0,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Caloboletus,radicans,Caloboletus radicans,soil,54.65914,11.61753,100.0,deciduous woodland,2238219286-233364.jpg,128,54,17
10533,2017-09-20,2017.0,9.0,20.0,DK,11573.0,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Chalciporus,piperatus,Chalciporus piperatus,soil,56.951944,10.256944,15.0,coniferous woodland,2238511715-172998.jpg,163,76,17
10534,2018-09-04,2018.0,9.0,4.0,DK,11062.0,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Butyriboletus,appendiculatus,Butyriboletus appendiculatus,soil,55.962023,12.333067,5.0,deciduous woodland,2238555517-330349.jpg,120,49,17
10535,2019-11-10,2019.0,11.0,10.0,DK,11069.0,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Boletus,edulis,Boletus edulis,soil,54.73559399999999,11.595883,15.0,coniferous woodland,2449443708-50232.jpg,105,39,17
10536,2020-10-28,2020.0,10.0,28.0,DK,11086.0,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Xerocomellus,pruinatus,Xerocomellus pruinatus,soil,55.527222,11.950534,75.0,mixed woodland (coniferous and deciduous trees),2901943488-70032.jpg,1590,563,17
10537,2009-06-07,2009.0,6.0,7.0,DK,11093.0,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Boletus,reticulatus,Boletus reticulatus,soil,54.89397,12.22576,25.0,deciduous woodland,2238452420-165664.jpg,107,39,17
10538,2017-10-15,2017.0,10.0,15.0,DK,11062.0,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Butyriboletus,appendiculatus,Butyriboletus appendiculatus,soil,55.167887,11.715272,25.0,deciduous woodland,2238523144-100519.jpg,120,49,17
10539,2006-08-20,2006.0,8.0,20.0,DK,11068.0,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Caloboletus,calopus,Caloboletus calopus,soil,55.59376999999999,8.521099000000001,150.0,mixed woodland (coniferous and deciduous trees),2238357126-235553.jpg,127,54,17
10540,2019-08-26,2019.0,8.0,26.0,DK,16111.0,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Leccinum,scabrum,Leccinum scabrum,soil,55.893425,12.128881,15.0,mixed woodland (coniferous and deciduous trees),2382324578-42888.jpg,824,274,17
10541,2019-09-16,2019.0,9.0,16.0,DK,11573.0,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Chalciporus,piperatus,Chalciporus piperatus,soil,55.085269,15.000789,15.0,coniferous woodland,2417207416-266956.jpg,163,76,17
10542,2020-10-23,2020.0,10.0,23.0,DK,11086.0,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Xerocomellus,pruinatus,Xerocomellus pruinatus,soil,55.770022,12.402007,5.0,coniferous woodland,2901935444-143170.jpg,1590,563,17
10543,2019-09-14,2019.0,9.0,14.0,DK,40854.0,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Boletus,ferrugineus,Boletus ferrugineus,soil,56.387113,9.704746,75.0,mixed woodland (coniferous and deciduous trees),2625348301-280832.jpg,1592,39,17
10544,2020-09-17,2020.0,9.0,17.0,DK,11069.0,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Boletus,edulis,Boletus edulis,wood and roots of living trees,56.646831000000006,10.324688,24.0,deciduous woodland,2862697384-137365.jpg,105,39,17
10545,2020-09-08,2020.0,9.0,8.0,DK,11091.0,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Caloboletus,radicans,Caloboletus radicans,soil,55.937005000000006,12.287566,36.0,park,2860300321-285254.jpg,128,54,17
10546,2018-09-09,2018.0,9.0,9.0,DK,61279.0,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Xerocomellus,cisalpinus,Xerocomellus cisalpinus,soil,55.025119,15.111342,15.0,deciduous woodland,2238557775-181557.jpg,1588,563,17
10547,2017-08-19,2017.0,8.0,19.0,DK,11082.0,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Xerocomellus,chrysenteron,Xerocomellus chrysenteron,soil,56.788516,9.895248,50.0,coniferous woodland,2238503518-23457.jpg,1587,563,17
10548,2018-09-25,2018.0,9.0,25.0,DK,65789.0,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Neoboletus,luridiformis,Neoboletus luridiformis,soil,55.562594,11.892733,15.0,deciduous woodland,2238563014-108529.jpg,1023,348,17
10549,2019-09-06,2019.0,9.0,6.0,DK,11064.0,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Imleria,badia,Imleria badia,soil,55.62145400000001,9.44277,25.0,coniferous woodland,2383043214-117775.jpg,711,248,17
10550,2019-09-18,2019.0,9.0,18.0,DK,61279.0,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Xerocomellus,cisalpinus,Xerocomellus cisalpinus,"stems of herbs, grass",54.721347,11.796325,15.0,park,2417206750-192730.jpg,1588,563,17
10551,2012-09-15,2012.0,9.0,15.0,DK,63618.0,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Leccinum,cyaneobasileucum,Leccinum cyaneobasileucum,soil,56.1463,9.56504,100.0,mixed woodland (coniferous and deciduous trees),2238159885-156489.jpg,820,274,17
10552,2017-08-07,2017.0,8.0,7.0,DK,67237.0,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Hortiboletus,engelii,Hortiboletus engelii,soil,55.769588,12.454723,5.0,park,2238501021-245182.jpg,618,225,17
10553,2018-09-17,2018.0,9.0,17.0,DK,16117.0,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Leccinum,versipelle,Leccinum versipelle,soil,55.599197,8.523314,15.0,deciduous woodland,2238562751-256442.jpg,827,274,17
10554,2019-08-24,2019.0,8.0,24.0,DK,65789.0,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Neoboletus,luridiformis,Neoboletus luridiformis,soil,56.13499300000001,9.512937,25.0,deciduous woodland,2413149892-341680.jpg,1023,348,17
10555,2020-09-14,2020.0,9.0,14.0,DK,11069.0,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Boletus,edulis,Boletus edulis,soil,56.443028000000005,9.457387,1.0,wetland,2862694327-361111.jpg,105,39,17
10556,2018-08-23,2018.0,8.0,23.0,DK,11067.0,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Hortiboletus,bubalinus,Hortiboletus bubalinus,soil,55.891098,10.183503,5.0,garden,2238551577-329613.jpg,617,225,17
10557,2020-07-07,2020.0,7.0,7.0,CZ,21358.0,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Tylopilus,felleus,Tylopilus felleus,wood and roots of living trees,49.779008000000005,13.192982999999998,1.0,coniferous woodland,2813000314-133515.jpg,1551,544,17
10558,2019-09-16,2019.0,9.0,16.0,DK,61279.0,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Xerocomellus,cisalpinus,Xerocomellus cisalpinus,soil,55.470638,9.456975,10.0,deciduous woodland,2421821185-193104.jpg,1588,563,17
10559,2019-10-08,2019.0,10.0,8.0,DK,11064.0,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Imleria,badia,Imleria badia,soil,57.136135,9.454797,15.0,coniferous woodland,2425492219-120460.jpg,711,248,17
10560,2012-11-04,2012.0,11.0,4.0,DK,40854.0,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Boletus,ferrugineus,Boletus ferrugineus,soil,55.56451,11.90063,100.0,coniferous woodland,2238189061-231825.jpg,1592,39,17
10561,2018-08-29,2018.0,8.0,29.0,DK,11095.0,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Hortiboletus,rubellus,Hortiboletus rubellus,soil,55.808661,10.049023,50.0,deciduous woodland,2238554642-330185.jpg,619,225,17
10562,2020-09-26,2020.0,9.0,26.0,DK,16111.0,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Leccinum,scabrum,Leccinum scabrum,soil,55.475047,11.881609,10.0,deciduous woodland,2864903415-212247.jpg,824,274,17
10563,2019-09-22,2019.0,9.0,22.0,DK,11082.0,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Xerocomellus,chrysenteron,Xerocomellus chrysenteron,soil,55.234545,11.800081,5.0,mixed woodland (coniferous and deciduous trees),2421821648-44758.jpg,1587,563,17
10564,2016-07-08,2016.0,7.0,8.0,SE,16117.0,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Leccinum,versipelle,Leccinum versipelle,soil,58.564358,13.767063,5.0,coniferous woodland,2238467828-18026.jpg,827,274,17
10565,2020-09-13,2020.0,9.0,13.0,DK,65783.0,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Rubroboletus,satanas,Rubroboletus satanas,soil,55.011107,12.506196,25.0,deciduous woodland,2862700314-137479.jpg,1312,474,17
10566,2017-08-27,2017.0,8.0,27.0,DK,60908.0,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Phylloporus,pelletieri,Phylloporus pelletieri,soil,56.105771,9.978497,25.0,deciduous woodland,2238504798-23669.jpg,1157,405,17
10567,2013-08-24,2013.0,8.0,24.0,DK,16117.0,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Leccinum,versipelle,Leccinum versipelle,soil,56.02409,12.32808,100.0,mixed woodland (coniferous and deciduous trees),2238218440-159232.jpg,827,274,17
10568,2020-07-22,2020.0,7.0,22.0,DK,65745.0,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Suillellus,luridus,Suillellus luridus,soil,55.84500799999999,12.065575,15.0,park,2818071331-282848.jpg,1453,513,17
10569,2020-09-10,2020.0,9.0,10.0,DK,11093.0,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Boletus,reticulatus,Boletus reticulatus,soil,56.032282,9.930483,1.0,deciduous woodland,2860309377-360511.jpg,107,39,17
10570,2020-10-11,2020.0,10.0,11.0,DK,11064.0,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Imleria,badia,Imleria badia,leaves,55.614594,9.809434,8.0,coniferous woodland,2874305500-214430.jpg,711,248,17
10571,2020-10-12,2020.0,10.0,12.0,DK,11086.0,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Xerocomellus,pruinatus,Xerocomellus pruinatus,leaves,55.826631000000006,12.562109,5.0,deciduous woodland,2883273356-291133.jpg,1590,563,17
10572,2017-07-08,2017.0,7.0,8.0,DK,11064.0,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Imleria,badia,Imleria badia,soil,56.054356000000006,9.414742,15.0,coniferous woodland,2238496035-170353.jpg,711,248,17
